clk, area,,Latency=96
3.2,200597.036076,641910.5154432,61623409.4825472
3.3,194578.055573,642107.5833909,61642328.0055264
3.4,191145.912726,649896.1032684,62390025.9137664
3.5,187336.947193,655679.3151755,62945214.256848
3.6,184923.244357,665723.6796852,63909473.2497792
3.7,181419.81072,671253.299664,64440316.767744
3.8,180343.659104,685305.9045952,65789366.8411392
,,0,0
,,0,0
,,0,0
,,0,0
,,0,0
,,0,0
,,0,0
,,0,0
,,0,0
,,0,0
,,0,0
,,0,0
,,0,0
,,0,0
,,0,0
,,0,0
,,0,0
,,0,0
,,0,0
